POST-HOC DISCOVERY ANALYSIS — NOT A VALIDATED FILTER

CORE
  target   pair direction  trades   days  gross_mean  net_0p5_mean  gross_r_mean  target_rate  stop_rate  eod_rate  daily_gross_mean  daily_net_0p5_mean
midpoint EURUSD      long                    Q5   974.0 454.0    0.089824     -0.410176      0.003723     0.034908   0.592402  0.372690          0.192706           -0.879981
midpoint EURUSD     short                    Q1   940.0 828.0    0.305803     -0.194197      0.058596     0.398936   0.558511  0.042553          0.347167           -0.220465
midpoint EURUSD     short                    Q2   886.0 791.0    0.130395     -0.369605      0.053950     0.290068   0.639955  0.069977          0.146055           -0.413995
midpoint EURUSD     short                    Q3   946.0 792.0   -0.459642     -0.959642      0.005826     0.206131   0.679704  0.114165         -0.549017           -1.146240
midpoint EURUSD     short                    Q4   910.0 664.0    0.072344     -0.427656      0.035294     0.137363   0.657143  0.205495          0.099146           -0.586095
midpoint EURUSD     short                    Q5   907.0 423.0    0.285734     -0.214266      0.048617     0.047409   0.585447  0.367144          0.612673           -0.459431
midpoint GBPUSD      long                    Q1   994.0 858.0    0.545580      0.045580      0.014262     0.390342   0.584507  0.025151          0.632059            0.052805
midpoint GBPUSD      long                    Q2  1024.0 906.0   -0.091131     -0.591131     -0.002449     0.285156   0.665039  0.049805         -0.103000           -0.668121
midpoint GBPUSD      long                    Q3   987.0 813.0   -0.528637     -1.028637     -0.016610     0.213779   0.712259  0.073961         -0.641777           -1.248788
midpoint GBPUSD      long                    Q4  1019.0 715.0   -0.514827     -1.014827     -0.035991     0.130520   0.694799  0.174681         -0.733718           -1.446305
midpoint GBPUSD      long                    Q5  1037.0 463.0   -0.635238     -1.135238     -0.025638     0.035680   0.617165  0.347155         -1.422768           -2.542639
midpoint GBPUSD     short                    Q1   966.0 825.0   -0.648918     -1.148918     -0.034021     0.365424   0.598344  0.036232         -0.759824           -1.345279
midpoint GBPUSD     short                    Q2   935.0 817.0    0.291222     -0.208778      0.017948     0.280214   0.651337  0.068449          0.333283           -0.238932
midpoint GBPUSD     short                    Q3   972.0 797.0    1.315698      0.815698      0.109823     0.232510   0.657407  0.110082          1.604590            0.994803
midpoint GBPUSD     short                    Q4   940.0 664.0   -0.488951     -0.988951      0.023364     0.138298   0.665957  0.195745         -0.692189           -1.400021
midpoint GBPUSD     short                    Q5   923.0 432.0    0.031772     -0.468228     -0.005481     0.036836   0.588299  0.374865          0.067883           -1.000404

YEARLY
  target   pair direction  year  trades  days  gross_mean  net_0p5_mean  gross_r_mean  target_rate  stop_rate  eod_rate  daily_gross_mean  daily_net_0p5_mean
midpoint EURUSD      long  2012   513.0 172.0    0.060950     -0.439050      0.007202     0.204678   0.631579  0.163743          0.181788           -1.309491
midpoint EURUSD      long  2013   467.0 169.0    0.401945     -0.098055      0.095683     0.246253   0.627409  0.126338          1.110701           -0.270956
midpoint EURUSD      long  2014   573.0 190.0   -0.571767     -1.071767     -0.003311     0.211169   0.643979  0.144852         -1.724329           -3.232224
midpoint EURUSD      long  2015   605.0 172.0   -1.398187     -1.898187     -0.040680     0.204959   0.661157  0.133884         -4.918043           -6.676764
midpoint EURUSD      long  2016   487.0 171.0    0.083897     -0.416103     -0.015376     0.209446   0.648871  0.141684          0.238934           -1.185042
midpoint EURUSD      long  2017   533.0 179.0    0.284175     -0.215825      0.035442     0.225141   0.630394  0.144465          0.846174           -0.642652
midpoint EURUSD      long  2018   616.0 187.0   -0.498169     -0.998169     -0.042709     0.212662   0.644481  0.142857         -1.641027           -3.288086
midpoint EURUSD      long  2019   524.0 179.0   -0.291271     -0.791271     -0.004983     0.215649   0.629771  0.154580         -0.852660           -2.316347
midpoint EURUSD      long  2020   495.0 167.0    0.063455     -0.436545      0.031990     0.208081   0.642424  0.149495          0.188084           -1.293951
midpoint EURUSD     short  2012   515.0 171.0   -1.543738     -2.043738     -0.086411     0.186408   0.660194  0.153398         -4.649270           -6.155118
midpoint EURUSD     short  2013   528.0 176.0   -0.077702     -0.577702      0.005352     0.195076   0.625000  0.179924         -0.233105           -1.733105
midpoint EURUSD     short  2014   509.0 176.0    1.232340      0.732340      0.168085     0.269155   0.579568  0.151277          3.563983            2.117961
midpoint EURUSD     short  2015   519.0 168.0   -1.275840     -1.775840      0.001265     0.211946   0.643545  0.144509         -3.941433           -5.486076
midpoint EURUSD     short  2016   475.0 167.0    1.041032      0.541032      0.077958     0.240000   0.606316  0.153684          2.961018            1.538862
midpoint EURUSD     short  2017   574.0 170.0   -0.541211     -1.041211     -0.043679     0.198606   0.644599  0.156794         -1.827383           -3.515618
midpoint EURUSD     short  2018   483.0 176.0    0.721608      0.221608      0.052682     0.217391   0.616977  0.165631          1.980323            0.608164
midpoint EURUSD     short  2019   467.0 175.0    1.074249      0.574249      0.161186     0.239829   0.601713  0.158458          2.866710            1.532425
midpoint EURUSD     short  2020   519.0 184.0    0.250600     -0.249400      0.052775     0.200385   0.631985  0.167630          0.706855           -0.703471
midpoint GBPUSD      long  2012   465.0 152.0    0.167189     -0.332811     -0.010101     0.195699   0.658065  0.146237          0.511465           -1.018140
midpoint GBPUSD      long  2013   540.0 169.0   -0.269180     -0.769180      0.013669     0.216667   0.640741  0.142593         -0.860103           -2.457736
midpoint GBPUSD      long  2014   548.0 185.0    0.043110     -0.456890      0.068251     0.233577   0.631387  0.135036          0.127699           -1.353382
midpoint GBPUSD      long  2015   600.0 190.0    0.099594     -0.400406      0.047746     0.235000   0.621667  0.143333          0.314507           -1.264440
midpoint GBPUSD      long  2016   577.0 170.0   -1.963612     -2.463612     -0.164495     0.171577   0.691508  0.136915         -6.664730           -8.361789
midpoint GBPUSD      long  2017   521.0 176.0    1.164761      0.664761      0.047750     0.224568   0.644914  0.130518          3.447958            1.967844
midpoint GBPUSD      long  2018   626.0 184.0   -0.840862     -1.340862     -0.071154     0.206070   0.664537  0.129393         -2.860759           -4.561846
midpoint GBPUSD      long  2019   608.0 184.0   -0.074627     -0.574627     -0.037196     0.200658   0.667763  0.131579         -0.246594           -1.898768
midpoint GBPUSD      long  2020   576.0 175.0   -0.302040     -0.802040      0.000822     0.203125   0.668403  0.128472         -0.994143           -2.639857
midpoint GBPUSD     short  2012   485.0 161.0   -0.151246     -0.651246     -0.013324     0.183505   0.628866  0.187629         -0.455618           -1.961829
midpoint GBPUSD     short  2013   532.0 178.0   -0.486522     -0.986522     -0.019724     0.204887   0.639098  0.156015         -1.454100           -2.948482
midpoint GBPUSD     short  2014   489.0 168.0    1.296749      0.796749      0.106478     0.220859   0.617587  0.161554          3.774465            2.319107
midpoint GBPUSD     short  2015   509.0 164.0   -1.156658     -1.656658     -0.019693     0.200393   0.656189  0.143418         -3.589871           -5.141700
midpoint GBPUSD     short  2016   482.0 161.0    1.421935      0.921935      0.110274     0.244813   0.595436  0.159751          4.256974            2.760079
midpoint GBPUSD     short  2017   570.0 171.0   -1.647048     -2.147048     -0.116902     0.180702   0.657895  0.161404         -5.490161           -7.156827
midpoint GBPUSD     short  2018   538.0 177.0    1.528243      1.028243      0.108508     0.236059   0.620818  0.143123          4.645169            3.125395
midpoint GBPUSD     short  2019   562.0 175.0    0.393047     -0.106953      0.054344     0.245552   0.617438  0.137011          1.262242           -0.343472
midpoint GBPUSD     short  2020   569.0 176.0   -0.015505     -0.515505      0.012380     0.195079   0.652021  0.152900         -0.050125           -1.666603
opposite EURUSD      long  2012   506.0 172.0   -0.162734     -0.662734     -0.001691     0.130435   0.679842  0.189723         -0.478740           -1.949670
opposite EURUSD      long  2013   467.0 169.0    1.255320      0.755320      0.180337     0.177730   0.670236  0.152034          3.468843            2.087186
opposite EURUSD      long  2014   566.0 190.0   -0.219052     -0.719052      0.034460     0.157244   0.681979  0.160777         -0.652544           -2.142018
opposite EURUSD      long  2015   596.0 172.0   -2.372879     -2.872879     -0.146398     0.120805   0.729866  0.149329         -8.222303           -9.954861
opposite EURUSD      long  2016   481.0 171.0    0.126019     -0.373981     -0.001506     0.135135   0.688150  0.176715          0.354475           -1.051958
opposite EURUSD      long  2017   528.0 179.0    0.671407      0.171407      0.084329     0.157197   0.674242  0.168561          1.980464            0.505604
opposite EURUSD      long  2018   606.0 187.0   -0.941972     -1.441972     -0.097239     0.132013   0.702970  0.165017         -3.052594           -4.672915
opposite EURUSD      long  2019   521.0 179.0   -0.400140     -0.900140     -0.007294     0.143954   0.677543  0.178503         -1.164652           -2.619959
opposite EURUSD      long  2020   492.0 167.0   -0.037291     -0.537291      0.042535     0.138211   0.691057  0.170732         -0.109863           -1.582917
opposite EURUSD     short  2012   513.0 171.0   -1.687748     -2.187748     -0.085101     0.122807   0.697856  0.179337         -5.063245           -6.563245
opposite EURUSD     short  2013   523.0 176.0   -0.426029     -0.926029      0.003157     0.122371   0.671128  0.206501         -1.265984           -2.751779
opposite EURUSD     short  2014   498.0 176.0    1.416491      0.916491      0.197300     0.182731   0.638554  0.178715          4.008025            2.593252
opposite EURUSD     short  2015   511.0 168.0   -1.796280     -2.296280     -0.049481     0.129159   0.696673  0.174168         -5.463684           -6.984517
opposite EURUSD     short  2016   465.0 167.0    1.254855      0.754855      0.081371     0.152688   0.662366  0.184946          3.494059            2.101843
opposite EURUSD     short  2017   567.0 170.0   -0.618480     -1.118480     -0.041942     0.126984   0.687831  0.185185         -2.062812           -3.730459
opposite EURUSD     short  2018   475.0 176.0    0.567246      0.067246      0.026894     0.136842   0.663158  0.200000          1.530919            0.181487
opposite EURUSD     short  2019   461.0 175.0    0.915537      0.415537      0.102850     0.156182   0.663774  0.180043          2.411785            1.094642
opposite EURUSD     short  2020   507.0 184.0    0.303226     -0.196774      0.084524     0.130178   0.668639  0.201183          0.835518           -0.542199
opposite GBPUSD      long  2012   463.0 152.0    0.939095      0.439095      0.055504     0.144708   0.680346  0.174946          2.860532            1.337506
opposite GBPUSD      long  2013   534.0 169.0   -0.405123     -0.905123      0.008165     0.136704   0.691011  0.172285         -1.280094           -2.859975
opposite GBPUSD      long  2014   542.0 186.0    0.231108     -0.268892      0.067097     0.162362   0.677122  0.160517          0.673444           -0.783545
opposite GBPUSD      long  2015   590.0 190.0   -0.534427     -1.034427     -0.000597     0.138983   0.684746  0.176271         -1.659535           -3.212167
opposite GBPUSD      long  2016   563.0 170.0   -2.837944     -3.337944     -0.227194     0.108348   0.746004  0.145648         -9.398603          -11.054486
opposite GBPUSD      long  2017   513.0 176.0    1.217621      0.717621      0.065390     0.150097   0.693957  0.155945          3.549089            2.091702
opposite GBPUSD      long  2018   617.0 184.0   -1.231618     -1.731618     -0.093313     0.129660   0.716370  0.153971         -4.129935           -5.806566
opposite GBPUSD      long  2019   598.0 184.0   -0.165671     -0.665671     -0.054282     0.132107   0.715719  0.152174         -0.538429           -2.163429
opposite GBPUSD      long  2020   569.0 175.0   -0.194306     -0.694306      0.004337     0.142355   0.713533  0.144112         -0.631772           -2.257487
opposite GBPUSD     short  2012   476.0 161.0   -0.929800     -1.429800     -0.084631     0.109244   0.674370  0.216387         -2.748973           -4.227234
opposite GBPUSD     short  2013   523.0 179.0   -0.878380     -1.378380     -0.044685     0.137667   0.690249  0.172084         -2.566441           -4.027335
opposite GBPUSD     short  2014   485.0 168.0    1.700113      1.200113      0.187938     0.164948   0.649485  0.185567          4.908064            3.464612
opposite GBPUSD     short  2015   510.0 164.0    0.141754     -0.358246      0.094875     0.160784   0.678431  0.160784          0.440819           -1.114059
opposite GBPUSD     short  2016   475.0 162.0    1.109141      0.609141      0.082623     0.155789   0.652632  0.191579          3.252111            1.786061
opposite GBPUSD     short  2017   562.0 171.0   -1.168429     -1.668429     -0.049219     0.129893   0.690391  0.179715         -3.840101           -5.483376
opposite GBPUSD     short  2018   532.0 177.0    1.497372      0.997372      0.128633     0.159774   0.665414  0.174812          4.500574            2.997750
opposite GBPUSD     short  2019   556.0 175.0    0.269001     -0.230999      0.075287     0.165468   0.669065  0.165468          0.854656           -0.733915
opposite GBPUSD     short  2020   563.0 176.0    0.005211     -0.494789     -0.022993     0.117229   0.703375  0.179396          0.016670           -1.582762

STATE AUDIT
  target   pair  entries  ignored_signals  ambiguous_signals  invalid_geometry
midpoint EURUSD     9402            21088                  0                 6
midpoint GBPUSD     9797            22045                  0                 5
opposite EURUSD     9283            21213                  0                 0
opposite GBPUSD     9671            22176                  0                 0

CONCENTRATION
  target   pair  days  gross_total   worst_day   best_day  worst_20_days  best_20_days  top20_abs_share
midpoint EURUSD  2233  -897.158869 -198.755726 175.514478   -3097.382722   2272.866423         0.049582
midpoint GBPUSD  2216  -762.118180 -347.907924 427.000523   -3587.299177   3052.922861         0.047198
opposite EURUSD  2233 -1639.910143 -218.972290 206.621957   -3195.359056   2612.494143         0.048219
opposite GBPUSD  2216 -1100.091757 -347.907924 427.000523   -3603.586037   3599.149558         0.046053
